synthetic,machine,work,acdc,gear,pl1_w,freq_ghz,cpu_util,gpu_util,perf_score,power_w,temp_c,fluency_violation,policy_ver,fence_ver,envelope_ver
1,B,W6,DC,Extreme,65,5.2,87.2,80.3,84.0,69.9,72.3,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,43.8,84.0,66.8,61.2,73.7,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,44.8,68.6,72.3,61.1,69.6,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,13.5,44.9,65.8,54.2,67.7,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,88.9,73.6,89.7,65.4,71.9,0,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,42.1,6.9,69.2,59.2,72.8,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,87.9,34.6,85.1,67.2,74.6,0,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,14.4,79.3,60.4,50.4,68.6,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,38.0,53.4,72.2,57.4,67.0,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,53.5,89.4,73.9,58.0,71.1,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,67.1,92.1,80.3,66.0,71.3,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,6.2,28.4,67.9,48.1,61.4,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,20.9,44.4,63.9,50.4,66.6,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,28.1,7.5,62.7,54.6,67.2,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,28.4,91.8,65.2,53.1,66.4,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,32.4,10.8,65.5,56.5,68.9,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,37.5,17.8,73.0,59.1,71.9,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,29.6,74.2,67.2,55.9,69.2,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,32.3,41.8,51.5,24.8,57.6,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,88.9,35.8,67.3,41.7,63.3,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,79.6,25.4,69.3,36.2,61.1,1,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,22.1,86.4,47.8,25.7,59.8,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,57.8,64.5,60.6,34.4,64.5,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,63.7,56.3,66.4,35.1,61.8,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,6.3,81.7,50.7,23.8,55.7,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,17.5,75.9,52.2,22.9,58.4,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,52.1,15.0,58.3,35.5,61.1,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,73.8,25.2,67.2,38.1,63.3,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,39.6,37.9,52.6,26.9,58.7,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,80.3,26.1,65.5,41.4,63.8,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,15.4,46.4,47.7,21.5,57.8,0,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,25.8,44.6,53.2,25.6,58.4,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,37.5,47.2,57.7,27.1,59.5,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,72.0,55.7,64.8,40.6,60.4,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,82.2,14.9,70.2,38.9,62.7,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,82.8,24.1,68.7,41.3,64.0,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,88.2,46.5,68.2,40.5,61.9,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,64.7,37.5,62.6,39.4,65.7,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,48.3,21.2,61.6,31.1,59.6,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,71.6,53.3,63.7,37.2,63.8,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,59.4,63.6,63.7,36.7,64.2,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,82.2,38.1,65.1,40.8,62.7,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,25.4,58.8,63.3,35.5,61.5,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,44.5,17.6,68.5,42.2,66.1,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,57.5,89.5,67.6,46.1,68.8,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,47.9,51.0,69.2,44.1,63.9,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,94.3,60.9,82.8,57.6,70.9,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,25.4,91.5,73.6,35.1,62.7,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,35.9,65.2,68.1,39.0,64.1,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,5.0,59.7,61.4,30.6,61.4,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,55.6,69.1,72.2,45.0,67.5,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,18.4,17.3,65.6,31.6,59.8,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,84.8,10.1,79.1,52.6,66.0,0,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,85.0,64.6,77.3,54.7,65.2,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,29.2,89.8,62.6,37.3,62.7,1,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,31.1,31.0,63.2,41.4,62.9,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,42.8,52.6,70.4,37.6,61.1,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,15.5,26.9,56.6,32.0,58.5,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,77.1,85.9,78.7,49.1,69.0,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,56.3,21.3,73.9,43.5,63.1,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,26.3,38.0,58.1,35.8,63.7,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,47.5,65.5,70.7,41.8,63.4,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,47.8,66.0,67.5,39.0,64.3,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,26.0,43.8,69.3,37.5,61.8,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,41.8,91.5,68.7,39.4,62.7,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,64.7,74.0,70.5,47.2,66.3,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,24.3,28.9,65.9,54.3,66.7,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,12.0,57.4,62.6,53.3,67.0,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,37.0,68.4,66.1,57.9,69.0,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,19.5,38.3,63.0,56.2,68.1,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,80.2,62.8,76.8,66.3,73.2,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,32.1,28.0,66.1,57.3,67.2,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,81.5,83.8,78.6,68.3,74.7,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,70.3,29.5,77.5,66.2,72.2,0,stub-1,1.0,1.0
1,B,W0,DC,Beast,65,5.0,20.6,67.6,65.4,53.2,67.4,0,stub-1,1.0,1.0
1,B,W1,DC,Beast,65,5.0,93.8,6.7,88.5,75.7,77.8,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,92.3,18.4,81.5,73.9,74.2,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,28.3,9.9,68.2,56.2,69.1,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,13.2,61.2,60.4,49.7,67.0,0,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,49.3,22.0,66.6,62.9,70.2,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,9.6,18.9,59.1,48.4,65.7,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,76.7,77.2,76.9,69.9,74.6,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,22.2,68.7,65.5,50.2,66.7,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,64.7,55.9,76.9,65.4,72.7,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,57.4,14.7,72.1,61.6,70.5,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,70.2,7.8,80.3,65.8,71.0,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,31.2,62.6,64.7,53.3,68.5,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,64.6,28.5,74.4,65.4,72.8,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,74.4,79.4,76.7,62.2,71.1,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,33.4,69.9,64.4,59.0,70.4,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,13.0,9.4,61.7,51.1,69.7,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,46.6,22.8,70.3,61.6,71.8,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,51.9,37.7,73.6,58.9,69.7,1,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,39.8,48.5,69.5,58.1,71.6,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,25.0,33.6,62.1,54.7,68.3,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,88.5,89.1,81.7,70.1,73.1,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,46.0,62.3,72.5,60.3,73.4,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,16.6,46.9,63.7,50.9,65.9,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,11.2,72.6,63.3,48.6,67.3,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,13.5,91.7,65.1,52.8,67.9,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,74.1,17.2,81.5,67.5,73.6,0,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,20.2,20.6,68.6,53.2,66.1,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,35.4,16.1,70.1,62.3,71.7,0,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,85.3,86.4,85.2,65.0,72.4,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,59.4,31.0,71.8,63.9,71.3,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,22.4,91.2,64.5,56.5,70.5,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,35.5,27.3,69.6,59.3,70.6,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,81.9,33.9,82.6,70.6,75.9,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,35.7,21.9,65.0,58.9,70.9,1,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,73.7,59.6,77.5,70.9,71.6,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,34.4,81.4,70.4,55.3,67.4,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,39.0,14.9,72.9,58.6,72.7,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,42.0,62.2,75.4,56.5,68.9,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,77.4,94.2,88.2,67.4,70.1,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,78.2,27.8,64.0,37.1,62.4,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,53.5,35.3,57.3,33.1,59.3,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,80.9,81.3,67.6,38.7,64.8,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,63.7,9.3,59.7,36.7,60.5,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,46.0,35.5,57.7,26.9,59.1,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,27.4,14.0,49.9,25.3,58.2,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,76.7,25.4,66.2,38.6,62.5,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,46.6,41.2,54.8,32.1,56.7,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,32.9,61.9,55.6,25.5,59.9,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,33.0,83.7,50.1,26.1,57.8,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,57.9,79.6,56.5,33.2,57.9,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,23.7,37.6,53.4,21.2,59.3,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,67.6,16.2,63.3,35.7,60.1,0,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,43.6,13.3,54.2,26.1,57.7,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,76.0,37.1,65.8,41.4,63.8,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,84.5,94.3,65.4,38.6,63.1,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,68.9,88.7,63.7,37.9,61.1,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,21.8,54.2,54.1,21.1,56.4,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,17.9,91.1,52.6,23.0,57.3,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,54.6,73.4,57.2,33.9,59.8,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,88.2,23.7,71.9,41.6,66.2,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,51.0,88.9,54.1,30.6,59.4,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,61.8,77.3,57.4,35.7,61.4,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,42.8,51.2,58.1,28.6,59.2,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,5.5,35.6,55.7,27.6,58.7,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,51.5,20.8,71.9,39.3,60.8,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,23.2,57.7,60.8,32.2,59.7,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,80.5,88.3,73.1,54.9,69.4,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,44.8,12.8,72.6,42.6,63.5,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,62.5,94.8,71.2,43.9,66.6,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,27.1,22.9,64.4,38.2,61.4,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,19.6,24.7,59.0,35.6,62.0,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,33.4,50.4,65.9,40.2,59.3,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,48.8,90.0,71.8,40.8,63.4,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,58.3,18.0,72.1,45.2,63.7,0,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,36.9,43.3,58.1,37.2,63.8,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,40.3,18.7,69.1,37.9,65.2,0,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,36.9,61.7,65.8,40.8,62.5,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,43.9,31.8,63.3,39.8,62.6,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,18.1,37.9,53.0,36.2,59.5,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,58.1,66.0,67.6,48.6,64.6,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,21.4,15.4,60.3,37.8,60.6,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,7.4,34.1,53.8,31.6,58.0,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,52.9,88.6,74.8,41.7,62.3,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,34.9,39.8,60.9,36.3,61.6,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,37.7,87.2,68.6,37.6,61.9,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,34.9,78.9,67.4,41.1,64.3,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,10.4,77.5,58.4,33.0,61.4,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,10.2,28.7,59.9,47.2,68.6,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,54.6,88.0,68.9,65.8,73.9,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,44.1,22.4,69.8,55.3,67.8,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,72.8,58.7,78.8,67.3,72.5,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,10.0,16.2,65.0,50.8,66.3,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,21.3,59.8,62.4,50.8,63.3,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,37.5,93.1,65.3,58.3,69.4,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,92.7,94.5,85.6,71.5,73.1,0,stub-1,1.0,1.0
1,B,W0,DC,Beast,65,5.0,21.2,18.7,60.5,55.9,70.3,0,stub-1,1.0,1.0
1,B,W1,DC,Beast,65,5.0,66.3,8.0,77.4,61.7,71.6,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,56.8,45.6,76.4,60.7,69.5,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,82.3,87.3,83.1,68.2,72.5,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,20.8,39.5,63.2,53.0,68.4,0,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,5.5,76.8,54.1,46.7,66.5,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,56.3,70.6,66.9,65.2,75.1,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,60.4,33.5,72.5,62.3,71.7,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,86.3,76.3,83.0,66.6,74.6,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,33.6,73.2,66.7,56.3,70.8,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,19.3,82.2,60.5,52.9,68.1,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,73.1,18.4,77.4,67.0,70.5,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,86.6,57.8,75.5,72.4,76.5,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,29.9,15.2,68.6,57.0,67.8,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,70.4,28.1,76.7,63.2,72.6,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,70.0,24.3,79.1,65.1,70.8,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,38.3,87.8,80.4,55.3,66.6,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,77.8,73.3,83.3,64.2,72.3,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,41.1,90.5,69.8,58.6,69.5,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,9.8,93.9,60.9,47.2,64.9,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,16.8,62.3,62.9,53.2,67.8,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,12.8,81.6,62.7,51.5,66.8,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,46.8,47.2,72.0,56.8,66.9,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,21.7,17.3,71.7,53.8,67.1,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,21.7,50.0,65.0,54.5,69.6,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,75.7,27.5,79.6,68.7,72.5,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,86.6,60.2,89.1,69.7,72.1,0,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,44.9,13.9,69.7,62.6,69.5,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,66.4,72.0,78.8,67.3,74.2,0,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,19.4,66.5,58.4,50.9,66.3,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,20.1,17.3,62.0,53.4,67.5,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,54.9,73.6,78.0,61.0,69.9,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,84.7,38.1,91.7,68.4,74.2,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,92.0,39.7,88.6,70.0,73.1,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,7.6,23.4,63.7,50.9,65.5,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,66.7,37.6,75.7,67.8,72.1,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,53.9,82.6,73.5,60.1,69.0,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,27.0,92.6,65.8,55.0,68.3,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,54.8,23.5,73.6,62.0,71.8,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,66.6,88.4,74.6,68.1,72.7,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,69.2,5.2,66.1,37.0,63.2,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,56.2,5.8,58.9,29.3,60.9,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,58.1,79.2,62.0,33.6,62.0,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,88.9,29.1,73.7,43.2,62.9,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,34.1,92.0,49.4,29.0,61.7,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,14.9,72.2,50.2,22.1,57.6,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,37.8,64.6,63.5,26.4,60.3,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,63.8,19.5,61.4,34.6,59.2,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,37.3,86.0,54.1,29.2,59.7,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,58.0,77.1,61.4,34.7,62.6,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,56.7,55.4,56.4,34.4,61.6,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,26.3,73.1,51.2,25.4,60.7,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,26.7,13.3,48.2,25.6,56.7,0,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,65.3,80.1,66.4,33.1,61.1,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,88.1,59.4,68.9,42.0,64.9,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,13.0,63.4,48.7,20.2,56.7,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,51.1,89.3,58.1,32.8,60.0,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,86.9,68.6,70.5,39.9,63.3,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,9.1,16.0,48.7,18.4,56.6,1,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,50.6,35.2,61.4,34.2,62.4,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,69.5,51.0,65.4,39.0,60.6,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,86.2,5.3,69.6,41.1,64.9,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,22.9,12.9,46.4,18.4,54.8,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,65.4,25.0,64.0,32.9,61.8,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,43.8,19.0,70.8,41.9,67.0,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,14.0,50.2,58.7,31.7,60.2,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,65.3,49.6,74.4,44.8,67.2,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,17.7,48.5,57.9,36.1,63.3,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,67.8,57.0,75.1,46.9,64.8,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,34.0,9.8,59.5,35.5,60.2,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,36.3,67.6,62.2,41.2,62.7,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,44.4,5.3,75.8,43.6,65.6,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,82.8,62.3,81.8,54.3,67.8,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,39.3,65.4,64.7,40.2,63.1,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,36.8,83.7,68.1,38.9,64.8,0,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,57.9,92.2,68.6,41.5,60.6,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,55.9,22.7,67.4,43.7,63.5,0,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,57.9,25.0,73.9,44.1,66.2,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,50.4,42.7,68.3,41.4,62.3,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,74.3,68.3,75.5,49.2,64.4,0,stub-1,1.0,1.0
